Age,RemoteWork,EdLevel,YearsCode,YearsCodePro,Country,Employment,ConvertedCompYearly
25-34 years old,"Hybrid (some remote, some in-person)","Professional degree (JD, MD, Ph.D, Ed.D, etc.)",13.0,3.0,Italy,"Employed, full-time;Student, full-time",19333.0
25-34 years old,"Hybrid (some remote, some in-person)","Bachelor’s degree (B.A., B.S., B.Eng., etc.)",14.0,8.0,Switzerland,"Employed, full-time",115874.0
45-54 years old,"Hybrid (some remote, some in-person)","Bachelor’s degree (B.A., B.S., B.Eng., etc.)",41.0,28.0,United Kingdom of Great Britain and Northern Ireland,"Employed, full-time",142674.0
35-44 years old,Remote,"Master’s degree (M.A., M.S., M.Eng., MBA, etc.)",12.0,9.0,Ukraine,"Employed, full-time;Independent contractor, freelancer, or self-employed",90000.0
25-34 years old,"Hybrid (some remote, some in-person)","Bachelor’s degree (B.A., B.S., B.Eng., etc.)",10.0,4.0,Egypt,"Employed, full-time;Employed, part-time",526.0
25-34 years old,"Hybrid (some remote, some in-person)","Bachelor’s degree (B.A., B.S., B.Eng., etc.)",12.0,12.0,India,"Employed, full-time",41872.0
25-34 years old,Remote,"Master’s degree (M.A., M.S., M.Eng., MBA, etc.)",12.0,8.0,Ukraine,"Employed, full-time",94088.0
25-34 years old,"Hybrid (some remote, some in-person)","Associate degree (A.A., A.S., etc.)",10.0,5.0,Denmark,"Employed, full-time",61921.0
25-34 years old,Remote,Some college/university study without earning a degree,8.0,7.0,Austria,"Employed, full-time;Employed, part-time",53703.0
18-24 years old,Remote,"Bachelor’s degree (B.A., B.S., B.Eng., etc.)",7.0,2.0,India,"Employed, full-time",6580.0
35-44 years old,"Hybrid (some remote, some in-person)","Master’s degree (M.A., M.S., M.Eng., MBA, etc.)",25.0,14.0,Sweden,"Employed, full-time;Independent contractor, freelancer, or self-employed",85846.0
25-34 years old,"Hybrid (some remote, some in-person)","Master’s degree (M.A., M.S., M.Eng., MBA, etc.)",7.0,3.0,Germany,"Employed, full-time",128887.0
45-54 years old,"Hybrid (some remote, some in-person)","Master’s degree (M.A., M.S., M.Eng., MBA, etc.)",32.0,27.0,Germany,"Independent contractor, freelancer, or self-employed;Employed, part-time",85925.0
35-44 years old,Remote,"Professional degree (JD, MD, Ph.D, Ed.D, etc.)",22.0,14.0,United Kingdom of Great Britain and Northern Ireland,"Independent contractor, freelancer, or self-employed",280253.0
25-34 years old,In-person,"Bachelor’s degree (B.A., B.S., B.Eng., etc.)",3.0,3.0,Pakistan,"Employed, full-time",2369.0
25-34 years old,In-person,"Bachelor’s degree (B.A., B.S., B.Eng., etc.)",13.0,9.0,Pakistan,"Employed, full-time",32301.0
25-34 years old,In-person,"Bachelor’s degree (B.A., B.S., B.Eng., etc.)",3.0,2.0,India,"Employed, full-time",4785.0
25-34 years old,Remote,"Master’s degree (M.A., M.S., M.Eng., MBA, etc.)",10.0,5.0,Ukraine,"Employed, full-time;Independent contractor, freelancer, or self-employed;Employed, part-time",40000.0
18-24 years old,"Hybrid (some remote, some in-person)","Bachelor’s degree (B.A., B.S., B.Eng., etc.)",8.0,0.0,Taiwan,"Employed, full-time",16307.0
18-24 years old,"Hybrid (some remote, some in-person)","Master’s degree (M.A., M.S., M.Eng., MBA, etc.)",6.0,0.0,Germany,"Employed, full-time",51555.0
35-44 years old,In-person,"Master’s degree (M.A., M.S., M.Eng., MBA, etc.)",10.0,4.0,Denmark,"Employed, full-time",76321.0
25-34 years old,Remote,"Master’s degree (M.A., M.S., M.Eng., MBA, etc.)",11.0,8.0,Finland,"Employed, full-time;Independent contractor, freelancer, or self-employed",176146.0
25-34 years old,In-person,"Professional degree (JD, MD, Ph.D, Ed.D, etc.)",5.0,3.0,New Zealand,"Employed, full-time",58384.0
25-34 years old,Remote,"Bachelor’s degree (B.A., B.S., B.Eng., etc.)",11.0,7.0,Bangladesh,"Employed, full-time",612.0
35-44 years old,"Hybrid (some remote, some in-person)","Bachelor’s degree (B.A., B.S., B.Eng., etc.)",23.0,20.0,Romania,"Employed, full-time",64732.0
35-44 years old,Remote,"Bachelor’s degree (B.A., B.S., B.Eng., etc.)",20.0,20.0,United States of America,"Employed, full-time;Independent contractor, freelancer, or self-employed",150000.0
35-44 years old,"Hybrid (some remote, some in-person)","Master’s degree (M.A., M.S., M.Eng., MBA, etc.)",9.0,5.0,Poland,"Employed, full-time;Independent contractor, freelancer, or self-employed",11878.0
25-34 years old,In-person,"Master’s degree (M.A., M.S., M.Eng., MBA, etc.)",14.0,8.0,India,"Employed, full-time",24525.0
45-54 years old,Remote,"Master’s degree (M.A., M.S., M.Eng., MBA, etc.)",15.0,11.0,Georgia,"Employed, full-time",75000.0
35-44 years old,"Hybrid (some remote, some in-person)","Professional degree (JD, MD, Ph.D, Ed.D, etc.)",10.0,7.0,Norway,"Employed, full-time",112309.0
25-34 years old,"Hybrid (some remote, some in-person)","Bachelor’s degree (B.A., B.S., B.Eng., etc.)",9.0,3.0,Switzerland,"Employed, full-time",89134.0
35-44 years old,In-person,"Master’s degree (M.A., M.S., M.Eng., MBA, etc.)",13.0,10.0,India,"Employed, full-time",22252.0
25-34 years old,"Hybrid (some remote, some in-person)","Bachelor’s degree (B.A., B.S., B.Eng., etc.)",10.0,6.0,France,"Independent contractor, freelancer, or self-employed",90221.0
25-34 years old,"Hybrid (some remote, some in-person)","Bachelor’s degree (B.A., B.S., B.Eng., etc.)",13.0,9.0,India,"Employed, full-time",29909.0
45-54 years old,"Hybrid (some remote, some in-person)","Professional degree (JD, MD, Ph.D, Ed.D, etc.)",35.0,20.0,United Kingdom of Great Britain and Northern Ireland,"Employed, part-time",38216.0
25-34 years old,"Hybrid (some remote, some in-person)","Master’s degree (M.A., M.S., M.Eng., MBA, etc.)",11.0,2.0,Netherlands,"Employed, full-time",56415.0
25-34 years old,In-person,"Master’s degree (M.A., M.S., M.Eng., MBA, etc.)",6.0,4.0,France,"Student, part-time;Employed, part-time",22018.0
25-34 years old,"Hybrid (some remote, some in-person)","Bachelor’s degree (B.A., B.S., B.Eng., etc.)",9.0,7.0,Republic of North Macedonia,"Employed, full-time",3490.0
25-34 years old,"Hybrid (some remote, some in-person)","Master’s degree (M.A., M.S., M.Eng., MBA, etc.)",9.0,2.0,France,"Employed, full-time",38666.0
25-34 years old,In-person,"Master’s degree (M.A., M.S., M.Eng., MBA, etc.)",10.0,6.0,Taiwan,"Employed, full-time",37061.0
35-44 years old,In-person,"Bachelor’s degree (B.A., B.S., B.Eng., etc.)",8.0,4.0,Norway,"Employed, full-time",65046.0
25-34 years old,"Hybrid (some remote, some in-person)","Bachelor’s degree (B.A., B.S., B.Eng., etc.)",13.0,10.0,Romania,"Employed, full-time",73579.0
18-24 years old,"Hybrid (some remote, some in-person)","Secondary school (e.g. American high school, German Realschule or Gymnasium, etc.)",15.0,4.0,Germany,"Employed, full-time",41244.0
18-24 years old,In-person,"Bachelor’s degree (B.A., B.S., B.Eng., etc.)",18.0,4.0,India,"Employed, full-time",5982.0
35-44 years old,"Hybrid (some remote, some in-person)","Master’s degree (M.A., M.S., M.Eng., MBA, etc.)",20.0,12.0,Norway,"Employed, full-time",102950.0
18-24 years old,"Hybrid (some remote, some in-person)","Secondary school (e.g. American high school, German Realschule or Gymnasium, etc.)",3.0,0.0,Germany,"Student, full-time;Employed, part-time",2148.0
25-34 years old,"Hybrid (some remote, some in-person)","Master’s degree (M.A., M.S., M.Eng., MBA, etc.)",16.0,7.0,Germany,"Employed, full-time",78407.0
35-44 years old,Remote,"Bachelor’s degree (B.A., B.S., B.Eng., etc.)",25.0,17.0,United Kingdom of Great Britain and Northern Ireland,"Employed, full-time",82802.0
25-34 years old,"Hybrid (some remote, some in-person)","Bachelor’s degree (B.A., B.S., B.Eng., etc.)",6.0,3.0,France,"Employed, full-time",33296.0
25-34 years old,Remote,"Master’s degree (M.A., M.S., M.Eng., MBA, etc.)",8.0,3.0,Ukraine,"Employed, full-time",2700.0
35-44 years old,In-person,"Professional degree (JD, MD, Ph.D, Ed.D, etc.)",12.0,10.0,Germany,"Employed, full-time",107406.0
18-24 years old,Remote,"Bachelor’s degree (B.A., B.S., B.Eng., etc.)",10.0,3.0,Italy,"Employed, full-time;Independent contractor, freelancer, or self-employed",36518.0
18-24 years old,In-person,"Bachelor’s degree (B.A., B.S., B.Eng., etc.)",10.0,1.0,Hong Kong (S.A.R.),"Employed, full-time",76796.0
35-44 years old,Remote,"Master’s degree (M.A., M.S., M.Eng., MBA, etc.)",12.0,8.0,Germany,"Employed, full-time",42962.0
25-34 years old,"Hybrid (some remote, some in-person)","Master’s degree (M.A., M.S., M.Eng., MBA, etc.)",14.0,8.0,Spain,"Employed, full-time",21481.0
25-34 years old,Remote,"Bachelor’s degree (B.A., B.S., B.Eng., etc.)",7.0,4.0,Ukraine,"Employed, full-time",45600.0
35-44 years old,Remote,"Master’s degree (M.A., M.S., M.Eng., MBA, etc.)",7.0,6.0,Ukraine,"Employed, full-time",75399.0
25-34 years old,Remote,"Master’s degree (M.A., M.S., M.Eng., MBA, etc.)",12.0,6.0,France,"Employed, full-time;Independent contractor, freelancer, or self-employed",53703.0
45-54 years old,"Hybrid (some remote, some in-person)","Bachelor’s degree (B.A., B.S., B.Eng., etc.)",39.0,20.0,South Africa,"Employed, full-time",58113.0
25-34 years old,Remote,"Bachelor’s degree (B.A., B.S., B.Eng., etc.)",3.0,2.0,Turkey,"Employed, full-time",526.0
25-34 years old,Remote,"Master’s degree (M.A., M.S., M.Eng., MBA, etc.)",11.0,3.0,Poland,"Employed, full-time",74239.0
25-34 years old,In-person,"Master’s degree (M.A., M.S., M.Eng., MBA, etc.)",15.0,4.0,United Kingdom of Great Britain and Northern Ireland,"Employed, full-time",76433.0
25-34 years old,Remote,"Master’s degree (M.A., M.S., M.Eng., MBA, etc.)",12.0,7.0,Poland,"Employed, full-time",74239.0
35-44 years old,In-person,"Master’s degree (M.A., M.S., M.Eng., MBA, etc.)",10.0,10.0,India,"Employed, full-time",10336.0
45-54 years old,In-person,"Bachelor’s degree (B.A., B.S., B.Eng., etc.)",15.0,11.0,Malaysia,"Independent contractor, freelancer, or self-employed",21189.0
25-34 years old,"Hybrid (some remote, some in-person)","Master’s degree (M.A., M.S., M.Eng., MBA, etc.)",7.0,5.0,France,"Employed, full-time",42962.0
18-24 years old,"Hybrid (some remote, some in-person)","Bachelor’s degree (B.A., B.S., B.Eng., etc.)",2.0,1.0,India,"Employed, full-time",3828.0
35-44 years old,"Hybrid (some remote, some in-person)","Bachelor’s degree (B.A., B.S., B.Eng., etc.)",2.0,1.0,United Kingdom of Great Britain and Northern Ireland,"Employed, full-time",44586.0
35-44 years old,"Hybrid (some remote, some in-person)","Bachelor’s degree (B.A., B.S., B.Eng., etc.)",24.0,16.0,Germany,"Employed, full-time",69814.0
35-44 years old,In-person,"Professional degree (JD, MD, Ph.D, Ed.D, etc.)",12.0,8.0,Germany,"Employed, full-time",64444.0
25-34 years old,Remote,Some college/university study without earning a degree,15.0,5.0,Italy,"Employed, full-time",22555.0
18-24 years old,"Hybrid (some remote, some in-person)",Some college/university study without earning a degree,4.0,3.0,Germany,"Employed, full-time",53703.0
18-24 years old,In-person,"Secondary school (e.g. American high school, German Realschule or Gymnasium, etc.)",8.0,2.0,France,"Employed, full-time",42962.0
25-34 years old,Remote,"Bachelor’s degree (B.A., B.S., B.Eng., etc.)",9.0,7.0,Poland,"Employed, full-time;Independent contractor, freelancer, or self-employed",4690.0
18-24 years old,In-person,"Bachelor’s degree (B.A., B.S., B.Eng., etc.)",6.0,2.0,Germany,"Employed, full-time;Student, part-time",66592.0
25-34 years old,Remote,"Bachelor’s degree (B.A., B.S., B.Eng., etc.)",19.0,13.0,Spain,"Employed, full-time",34907.0
25-34 years old,Remote,"Master’s degree (M.A., M.S., M.Eng., MBA, etc.)",9.0,5.0,France,"Employed, full-time",66592.0
25-34 years old,"Hybrid (some remote, some in-person)","Master’s degree (M.A., M.S., M.Eng., MBA, etc.)",14.0,0.0,Norway,"Employed, full-time",67180.0
18-24 years old,In-person,"Bachelor’s degree (B.A., B.S., B.Eng., etc.)",3.0,3.0,India,"Employed, full-time",5168.0
25-34 years old,"Hybrid (some remote, some in-person)","Bachelor’s degree (B.A., B.S., B.Eng., etc.)",9.0,6.0,Switzerland,"Employed, full-time",89134.0
25-34 years old,"Hybrid (some remote, some in-person)","Master’s degree (M.A., M.S., M.Eng., MBA, etc.)",19.0,8.0,Luxembourg,"Employed, full-time",214812.0
35-44 years old,"Hybrid (some remote, some in-person)","Bachelor’s degree (B.A., B.S., B.Eng., etc.)",10.0,2.0,Finland,"Employed, full-time;Student, full-time",27926.0
25-34 years old,"Hybrid (some remote, some in-person)","Master’s degree (M.A., M.S., M.Eng., MBA, etc.)",8.0,4.0,Austria,"Employed, full-time",59073.0
25-34 years old,Remote,Some college/university study without earning a degree,5.0,5.0,Germany,"Employed, full-time",59073.0
Under 18 years old,"Hybrid (some remote, some in-person)","Secondary school (e.g. American high school, German Realschule or Gymnasium, etc.)",5.0,2.0,Switzerland,"Employed, full-time",17158.0
18-24 years old,In-person,Some college/university study without earning a degree,4.0,2.0,Bangladesh,"Employed, full-time",3867.0
35-44 years old,Remote,"Master’s degree (M.A., M.S., M.Eng., MBA, etc.)",21.0,14.0,India,"Employed, full-time",35890.0
35-44 years old,"Hybrid (some remote, some in-person)","Bachelor’s degree (B.A., B.S., B.Eng., etc.)",20.0,14.0,Hungary,"Employed, full-time",43481.0
18-24 years old,Remote,"Master’s degree (M.A., M.S., M.Eng., MBA, etc.)",7.0,4.0,Ukraine,"Employed, full-time",36000.0
35-44 years old,Remote,"Secondary school (e.g. American high school, German Realschule or Gymnasium, etc.)",10.0,8.0,Bulgaria,"Independent contractor, freelancer, or self-employed",80000.0
55-64 years old,In-person,"Bachelor’s degree (B.A., B.S., B.Eng., etc.)",35.0,30.0,Germany,"Employed, full-time",75184.0
18-24 years old,In-person,"Master’s degree (M.A., M.S., M.Eng., MBA, etc.)",5.0,2.0,India,"Employed, full-time",3589.0
25-34 years old,In-person,"Secondary school (e.g. American high school, German Realschule or Gymnasium, etc.)",11.0,7.0,Portugal,"Employed, full-time",18259.0
18-24 years old,Remote,"Bachelor’s degree (B.A., B.S., B.Eng., etc.)",13.0,1.0,India,"Employed, full-time;Independent contractor, freelancer, or self-employed",17945.0
45-54 years old,Remote,Some college/university study without earning a degree,20.0,16.0,Latvia,"Independent contractor, freelancer, or self-employed",64444.0
25-34 years old,"Hybrid (some remote, some in-person)","Bachelor’s degree (B.A., B.S., B.Eng., etc.)",11.0,7.0,Netherlands,"Employed, full-time",64444.0
45-54 years old,Remote,"Bachelor’s degree (B.A., B.S., B.Eng., etc.)",42.0,27.0,United Kingdom of Great Britain and Northern Ireland,"Employed, full-time",191082.0
25-34 years old,"Hybrid (some remote, some in-person)","Professional degree (JD, MD, Ph.D, Ed.D, etc.)",15.0,3.0,"Iran, Islamic Republic of...","Independent contractor, freelancer, or self-employed;Employed, part-time",285120.0
35-44 years old,"Hybrid (some remote, some in-person)","Master’s degree (M.A., M.S., M.Eng., MBA, etc.)",15.0,15.0,Ireland,"Employed, full-time",85925.0
25-34 years old,Remote,"Master’s degree (M.A., M.S., M.Eng., MBA, etc.)",11.0,10.0,Ukraine,"Employed, full-time",96983.0
35-44 years old,Remote,"Master’s degree (M.A., M.S., M.Eng., MBA, etc.)",10.0,7.0,Brazil,"Employed, full-time;Independent contractor, freelancer, or self-employed",24989.0
45-54 years old,In-person,"Master’s degree (M.A., M.S., M.Eng., MBA, etc.)",35.0,26.0,Italy,"Employed, full-time",128887.0
25-34 years old,"Hybrid (some remote, some in-person)","Bachelor’s degree (B.A., B.S., B.Eng., etc.)",4.0,4.0,Tunisia,"Employed, full-time",10599.0
55-64 years old,"Hybrid (some remote, some in-person)",Some college/university study without earning a degree,43.0,25.0,United Kingdom of Great Britain and Northern Ireland,"Employed, full-time",76433.0
18-24 years old,"Hybrid (some remote, some in-person)","Secondary school (e.g. American high school, German Realschule or Gymnasium, etc.)",6.0,2.0,Germany,"Employed, full-time;Student, full-time",1933.0
25-34 years old,In-person,"Bachelor’s degree (B.A., B.S., B.Eng., etc.)",6.0,2.0,Bangladesh,"Employed, full-time",7648.0
25-34 years old,In-person,"Bachelor’s degree (B.A., B.S., B.Eng., etc.)",12.0,8.0,United Arab Emirates,"Employed, full-time",54453.0
18-24 years old,In-person,"Bachelor’s degree (B.A., B.S., B.Eng., etc.)",3.0,0.0,India,"Employed, full-time",5384.0
18-24 years old,In-person,"Secondary school (e.g. American high school, German Realschule or Gymnasium, etc.)",5.0,1.0,Italy,"Employed, full-time;Student, part-time",19870.0
25-34 years old,Remote,"Bachelor’s degree (B.A., B.S., B.Eng., etc.)",15.0,9.0,Ukraine,"Employed, full-time",84000.0
25-34 years old,"Hybrid (some remote, some in-person)",Some college/university study without earning a degree,9.0,7.0,Norway,"Employed, full-time",69351.0
25-34 years old,"Hybrid (some remote, some in-person)","Master’s degree (M.A., M.S., M.Eng., MBA, etc.)",15.0,11.0,Austria,"Independent contractor, freelancer, or self-employed",85925.0
25-34 years old,"Hybrid (some remote, some in-person)","Bachelor’s degree (B.A., B.S., B.Eng., etc.)",8.0,8.0,Bulgaria,"Employed, full-time",43938.0
25-34 years old,In-person,"Bachelor’s degree (B.A., B.S., B.Eng., etc.)",7.0,2.0,United Kingdom of Great Britain and Northern Ireland,"Employed, full-time;Student, part-time",63694.0
25-34 years old,"Hybrid (some remote, some in-person)","Master’s degree (M.A., M.S., M.Eng., MBA, etc.)",12.0,6.0,Germany,"Employed, full-time",86999.0
